,Student ID,student_name,gender,grade,school_name,reading_score,math_score
25506,25506,Michael Carlson,M,9th,Wright High School,97,88
25507,25507,Richard Bell,M,9th,Wright High School,90,69
25508,25508,Darrell Ball,M,11th,Wright High School,91,84
25509,25509,Brian Salinas,M,9th,Wright High School,95,70
25510,25510,Bryan Wallace,M,9th,Wright High School,94,83
25511,25511,Sandy Norris,F,10th,Wright High School,83,86
25512,25512,Willie Potts,M,9th,Wright High School,94,91
25513,25513,Amy Dougherty,F,9th,Wright High School,84,95
25514,25514,Jennifer Wilson,F,9th,Wright High School,94,93
25515,25515,Marco Peterson,M,12th,Wright High School,86,95
25516,25516,Amy Miranda,F,10th,Wright High School,88,79
25517,25517,Alicia Hamilton,F,12th,Wright High School,81,68
25518,25518,Briana Erickson,F,11th,Wright High School,96,94
25519,25519,Bruce Rivera,M,10th,Wright High School,89,73
25520,25520,Kayla Anderson,F,9th,Wright High School,79,79
25521,25521,Daniel Guerra,M,9th,Wright High School,74,73
25522,25522,Michael Davenport,M,11th,Wright High School,93,87
25523,25523,Heather Bailey,F,12th,Wright High School,98,83
25524,25524,Douglas Singleton,M,10th,Wright High School,70,86
25525,25525,Jerome Rose,M,12th,Wright High School,83,80
25526,25526,Catherine Moss,F,9th,Wright High School,98,74
25527,25527,Michelle Burns,F,9th,Wright High School,74,72
25528,25528,Melanie Doyle,F,11th,Wright High School,76,99
25529,25529,Holly Martinez,F,9th,Wright High School,80,74
25530,25530,Kristie Morrow,F,12th,Wright High School,88,78
25531,25531,Maria Hughes,F,12th,Wright High School,95,93
25532,25532,Kelly Adams,M,9th,Wright High School,89,75
25533,25533,Jermaine Sanchez,M,12th,Wright High School,90,97
25534,25534,Jose Espinoza,M,11th,Wright High School,91,91
25535,25535,Haley Mayo,F,9th,Wright High School,95,98
25536,25536,Victoria Walton,F,9th,Wright High School,92,87
25537,25537,Taylor Coleman,M,10th,Wright High School,95,99
25538,25538,Jeffery Richmond,M,10th,Wright High School,79,77
25539,25539,Gary Brown,M,9th,Wright High School,83,88
25540,25540,Vanessa White,F,9th,Wright High School,79,88
25541,25541,John Pratt,M,11th,Wright High School,83,89
25542,25542,Briana Lester,F,11th,Wright High School,99,82
25543,25543,Angela Young,F,11th,Wright High School,83,89
25544,25544,Peter Morgan,M,11th,Wright High School,72,92
25545,25545,Ryan Hammond,M,9th,Wright High School,93,79
25546,25546,Ronald Dickson,M,9th,Wright High School,98,99
25547,25547,Linda Davis,F,10th,Wright High School,81,77
25548,25548,Elizabeth Anderson,F,9th,Wright High School,98,71
25549,25549,Alison Crosby,F,10th,Wright High School,88,69
25550,25550,Jennifer Lee,F,9th,Wright High School,74,90
25551,25551,Danny Walker,M,11th,Wright High School,80,90
25552,25552,Cassidy Casey,F,11th,Wright High School,85,70
25553,25553,Samantha Palmer,F,11th,Wright High School,83,93
25554,25554,John Reyes,M,12th,Wright High School,72,96
25555,25555,Andrea Wallace,F,12th,Wright High School,71,82
25556,25556,Stephanie Campbell,F,9th,Wright High School,76,95
25557,25557,Lawrence Herrera,M,10th,Wright High School,83,83
25558,25558,Cynthia Hardin,F,10th,Wright High School,85,77
25559,25559,Mary Mccoy,F,10th,Wright High School,72,73
25560,25560,Donna Smith,F,12th,Wright High School,84,73
25561,25561,Wanda Odonnell,F,9th,Wright High School,96,85
25562,25562,Rachael Anderson,F,12th,Wright High School,89,80
25563,25563,Debra Todd,F,9th,Wright High School,99,80
25564,25564,Tabitha Gonzalez,F,11th,Wright High School,69,73
25565,25565,Eric Richardson,M,9th,Wright High School,97,85
25566,25566,Paul Moore,M,12th,Wright High School,70,80
25567,25567,Rhonda Liu,F,9th,Wright High School,95,86
25568,25568,Anthony Crawford,M,12th,Wright High School,96,71
25569,25569,Shannon Patton,F,11th,Wright High School,70,91
25570,25570,Rebecca Jensen,F,11th,Wright High School,72,86
25571,25571,Allison Hoover,F,12th,Wright High School,84,96
25572,25572,Julia Gonzalez,F,10th,Wright High School,89,83
25573,25573,Mrs. Alexandra Hamilton,F,11th,Wright High School,87,91
25574,25574,Shaun Montgomery,M,9th,Wright High School,71,81
25575,25575,David Miller,M,10th,Wright High School,82,97
25576,25576,Deborah Barker,F,9th,Wright High School,88,76
25577,25577,Katie Hunt,F,12th,Wright High School,79,72
25578,25578,Mario Moreno,M,10th,Wright High School,91,95
25579,25579,Daniel Hunter,M,11th,Wright High School,76,85
25580,25580,Candice Clark,F,9th,Wright High School,87,99
25581,25581,Larry Velasquez,M,12th,Wright High School,91,77
25582,25582,David Campos,M,11th,Wright High School,70,82
25583,25583,David Austin,M,12th,Wright High School,71,73
25584,25584,Megan Eaton,F,10th,Wright High School,95,97
25585,25585,Matthew Garza,M,11th,Wright High School,85,85
25586,25586,Brian Mcdonald,M,12th,Wright High School,86,76
25587,25587,James Murphy,M,9th,Wright High School,93,74
25588,25588,Christopher Garcia,M,12th,Wright High School,84,82
25589,25589,Patrick Thompson,M,12th,Wright High School,94,76
25590,25590,Joyce Bryan,F,9th,Wright High School,80,86
25591,25591,Jennifer Jenkins,F,11th,Wright High School,71,68
25592,25592,Dillon Miller,M,10th,Wright High School,69,68
25593,25593,Elizabeth Meza,F,9th,Wright High School,90,75
25594,25594,Matthew Mcdaniel,M,12th,Wright High School,91,85
25595,25595,Alison Reed,F,11th,Wright High School,74,78
25596,25596,Kristen Gallagher,F,11th,Wright High School,69,99
25597,25597,Walter Gates,M,12th,Wright High School,81,74
25598,25598,Brandy Page,F,9th,Wright High School,79,78
25599,25599,Mike Brown,M,10th,Wright High School,98,90
25600,25600,Amy Solis,F,10th,Wright High School,97,70
25601,25601,Kristin Ayers,F,12th,Wright High School,84,85
25602,25602,Jasmine Nelson,F,10th,Wright High School,92,97
25603,25603,Logan Avery,M,10th,Wright High School,93,82
25604,25604,Deanna Allen,F,9th,Wright High School,71,99
25605,25605,Amanda Hoffman,F,10th,Wright High School,91,90
25606,25606,Gina Bird,F,11th,Wright High School,93,96
25607,25607,Kenneth Small,M,12th,Wright High School,86,82
25608,25608,Kevin Tate,M,11th,Wright High School,84,95
25609,25609,Vincent Perez,M,12th,Wright High School,80,99
25610,25610,Richard Peters,M,9th,Wright High School,75,79
25611,25611,Sharon Todd,F,11th,Wright High School,73,69
25612,25612,Holly Reed,F,9th,Wright High School,82,77
25613,25613,Eddie Gray,M,10th,Wright High School,88,89
25614,25614,Benjamin Garza,M,9th,Wright High School,95,75
25615,25615,Dr. Jacob Taylor MD,M,9th,Wright High School,79,93
25616,25616,Kristin Hill,F,10th,Wright High School,86,92
25617,25617,Ashley Burton,F,11th,Wright High School,75,79
25618,25618,Jonathan Turner,M,9th,Wright High School,72,99
25619,25619,Hannah Burgess,F,10th,Wright High School,97,99
25620,25620,Timothy Singleton,M,12th,Wright High School,95,98
25621,25621,Kelsey Liu,F,12th,Wright High School,98,75
25622,25622,Jimmy David,M,10th,Wright High School,98,82
25623,25623,Tony Wilson,M,12th,Wright High School,71,76
25624,25624,Michele Glass,F,11th,Wright High School,93,94
25625,25625,Sandra Warner,F,10th,Wright High School,78,84
25626,25626,Craig Hubbard,M,11th,Wright High School,75,80
25627,25627,Carla Elliott,F,11th,Wright High School,72,77
25628,25628,Haley Collins,F,9th,Wright High School,78,99
25629,25629,Victor Kennedy,M,10th,Wright High School,74,81
25630,25630,Brian Small,M,9th,Wright High School,70,95
25631,25631,Jennifer Stewart,F,9th,Wright High School,92,76
25632,25632,Pamela Perez,F,10th,Wright High School,86,76
25633,25633,Jerry Fitzpatrick,M,11th,Wright High School,93,91
25634,25634,Brittany Williams,F,12th,Wright High School,74,72
25635,25635,Cameron Logan,M,10th,Wright High School,87,92
25636,25636,Jonathan Howard,M,11th,Wright High School,86,80
25637,25637,Ashley Coleman,F,11th,Wright High School,78,97
25638,25638,Travis Wood,M,9th,Wright High School,95,77
25639,25639,Michael Anderson,M,9th,Wright High School,94,82
25640,25640,Stephanie Alexander,F,12th,Wright High School,71,68
25641,25641,Erin Ross,F,11th,Wright High School,91,76
25642,25642,Danielle Thomas,F,12th,Wright High School,80,84
25643,25643,Patricia Peck,F,12th,Wright High School,98,69
25644,25644,Nicole Anderson,F,10th,Wright High School,93,92
25645,25645,Frank Payne,M,10th,Wright High School,86,76
25646,25646,Devin Kerr,M,9th,Wright High School,81,73
25647,25647,Stacy Cooper,F,12th,Wright High School,91,72
25648,25648,Aaron Henderson,M,9th,Wright High School,72,86
25649,25649,Bianca Rivera,F,9th,Wright High School,85,68
25650,25650,Sierra Holmes,F,10th,Wright High School,69,87
25651,25651,Jesse Harper,M,11th,Wright High School,77,87
25652,25652,Michael Dennis,M,9th,Wright High School,83,84
25653,25653,Erin Brown,F,9th,Wright High School,87,96
25654,25654,Tanya Thompson,F,10th,Wright High School,89,97
25655,25655,Michelle Thomas,F,9th,Wright High School,88,85
25656,25656,Brian Meyer,M,11th,Wright High School,92,97
25657,25657,Lauren Cardenas,F,9th,Wright High School,75,80
25658,25658,Heather Anderson,F,9th,Wright High School,80,73
25659,25659,Joyce Morris,F,9th,Wright High School,79,99
25660,25660,Michael Moore Jr.,M,9th,Wright High School,86,81
25661,25661,Jessica Moore,F,11th,Wright High School,89,70
25662,25662,Ann Martinez,F,11th,Wright High School,70,84
25663,25663,Alan Thompson,M,12th,Wright High School,96,81
25664,25664,Ryan Santana,M,10th,Wright High School,95,79
25665,25665,Robert Escobar,M,12th,Wright High School,87,70
25666,25666,Larry Martinez,M,10th,Wright High School,78,84
25667,25667,Mark Roberts,M,10th,Wright High School,80,82
25668,25668,Christine Boyd,F,12th,Wright High School,75,80
25669,25669,Bonnie Wilson,F,12th,Wright High School,82,96
25670,25670,Wanda Holt,F,9th,Wright High School,76,92
25671,25671,Shawn Tran,M,9th,Wright High School,74,85
25672,25672,Anthony Camacho,M,9th,Wright High School,95,82
25673,25673,James Levine,M,10th,Wright High School,97,88
25674,25674,Holly Nguyen,F,9th,Wright High School,83,84
25675,25675,Shannon Morris,F,9th,Wright High School,70,80
25676,25676,Sabrina Brown,F,9th,Wright High School,81,76
25677,25677,Melissa Johnson,F,11th,Wright High School,96,69
25678,25678,Cindy Garcia,F,11th,Wright High School,84,71
25679,25679,Jesus Anderson,M,10th,Wright High School,94,79
25680,25680,Jessica Parker,F,10th,Wright High School,86,68
25681,25681,Adrian Yates,M,9th,Wright High School,80,92
25682,25682,Ashley Harris,F,11th,Wright High School,84,78
25683,25683,Joshua Jenkins,M,9th,Wright High School,80,91
25684,25684,Ms. Alicia Zhang DDS,F,10th,Wright High School,97,82
25685,25685,Madison Montgomery,F,10th,Wright High School,98,73
25686,25686,Randy Carlson,M,10th,Wright High School,82,92
25687,25687,Chad Lowe,M,11th,Wright High School,76,79
25688,25688,Daryl Dean,M,11th,Wright High School,85,97
25689,25689,Amy Farmer,F,11th,Wright High School,83,97
25690,25690,Carol Harmon,F,11th,Wright High School,82,69
25691,25691,Randy Evans,M,11th,Wright High School,93,68
25692,25692,Robin Taylor,F,12th,Wright High School,84,93
25693,25693,Mrs. Sharon Rose,F,11th,Wright High School,95,97
25694,25694,Marissa Williams,F,10th,Wright High School,94,94
25695,25695,Amber Ray MD,F,9th,Wright High School,83,71
25696,25696,Cody Allen,M,9th,Wright High School,92,92
25697,25697,Douglas Washington,M,12th,Wright High School,83,86
25698,25698,Brandy Lewis,F,9th,Wright High School,77,91
25699,25699,Melinda Gonzalez,F,10th,Wright High School,81,73
25700,25700,James Robinson,M,12th,Wright High School,70,83
25701,25701,Amanda Steele,F,11th,Wright High School,82,78
25702,25702,Mr. Jeremy Chang,M,12th,Wright High School,76,86
25703,25703,Melissa Allen,F,10th,Wright High School,72,76
25704,25704,Cindy Alvarado,F,11th,Wright High School,98,90
25705,25705,Christina Foster,F,11th,Wright High School,75,80
25706,25706,Tiffany Howell,F,12th,Wright High School,86,77
25707,25707,Andrew Hughes,M,10th,Wright High School,72,97
25708,25708,Anthony Rodriguez,M,10th,Wright High School,75,98
25709,25709,Michael Werner,M,11th,Wright High School,81,84
25710,25710,Kerry Savage,M,10th,Wright High School,99,96
25711,25711,Crystal Delgado,F,11th,Wright High School,93,72
25712,25712,Robert Estrada,M,9th,Wright High School,79,86
25713,25713,Amber Baker,F,11th,Wright High School,95,69
25714,25714,Ronald Williams,M,9th,Wright High School,76,96
25715,25715,Joseph Hudson II,M,9th,Wright High School,97,69
25716,25716,Philip Henry,M,10th,Wright High School,97,89
25717,25717,Laura Montgomery,F,9th,Wright High School,77,83
25718,25718,Samuel Craig,M,9th,Wright High School,89,96
25719,25719,Laurie Edwards,F,11th,Wright High School,76,90
25720,25720,Michael Hill,M,9th,Wright High School,88,90
25721,25721,Veronica Bowen,F,10th,Wright High School,98,90
25722,25722,Jessica Montoya,F,9th,Wright High School,87,69
25723,25723,Deborah Russell,F,10th,Wright High School,72,87
25724,25724,Amanda Allen,F,9th,Wright High School,84,81
25725,25725,Phillip Brown,M,11th,Wright High School,73,68
25726,25726,Jessica Taylor,F,10th,Wright High School,96,99
25727,25727,Jacob Torres,M,9th,Wright High School,99,98
25728,25728,Brian Lee,M,10th,Wright High School,89,69
25729,25729,Stacy Wang,F,12th,Wright High School,77,83
25730,25730,Glen Carson,M,11th,Wright High School,80,94
25731,25731,Charles Hendricks,M,11th,Wright High School,81,68
25732,25732,Rebecca Guzman,F,10th,Wright High School,96,98
25733,25733,Matthew Henderson,M,11th,Wright High School,71,97
25734,25734,Jason Stein,M,9th,Wright High School,71,94
25735,25735,Catherine Lowe,F,9th,Wright High School,78,76
25736,25736,Emily Salazar,F,9th,Wright High School,84,88
25737,25737,Dale Thomas,M,10th,Wright High School,71,88
25738,25738,Jessica Hughes MD,F,10th,Wright High School,71,78
25739,25739,Suzanne Rivera,F,10th,Wright High School,83,69
25740,25740,Tabitha Navarro,F,11th,Wright High School,78,76
25741,25741,Katelyn Davis,F,9th,Wright High School,80,83
25742,25742,Lisa Martinez,F,10th,Wright High School,85,70
25743,25743,Nathan Jordan,M,10th,Wright High School,89,97
25744,25744,Richard Lowe,M,9th,Wright High School,75,69
25745,25745,Leslie Martinez,F,11th,Wright High School,86,72
25746,25746,Carl Young,M,11th,Wright High School,76,91
25747,25747,Rachel Miller,F,11th,Wright High School,87,89
25748,25748,William Brooks Jr.,M,10th,Wright High School,69,69
25749,25749,Linda Miller,F,10th,Wright High School,78,79
25750,25750,Victoria Estrada,F,9th,Wright High School,76,73
25751,25751,Sean Hernandez,M,9th,Wright High School,72,68
25752,25752,Christine Chang,F,9th,Wright High School,79,89
25753,25753,Trevor Bishop,M,10th,Wright High School,89,72
25754,25754,Kimberly West,F,9th,Wright High School,94,87
25755,25755,David Mills,M,11th,Wright High School,93,91
25756,25756,Kimberly Gray,F,11th,Wright High School,75,73
25757,25757,Kim Rodriguez,F,9th,Wright High School,98,86
25758,25758,Kathleen Taylor,F,11th,Wright High School,79,83
25759,25759,Joy Green,F,9th,Wright High School,97,93
25760,25760,David Daugherty,M,10th,Wright High School,84,94
25761,25761,Deborah Guzman,F,11th,Wright High School,94,87
25762,25762,George Ward,M,11th,Wright High School,74,96
25763,25763,Anthony Collins,M,9th,Wright High School,87,91
25764,25764,Jerry Cunningham,M,9th,Wright High School,77,85
25765,25765,Stephanie Pugh,F,9th,Wright High School,91,68
25766,25766,Kenneth Anderson,M,12th,Wright High School,99,90
25767,25767,Tony Jones,M,11th,Wright High School,88,79
25768,25768,Michelle Humphrey,F,12th,Wright High School,88,93
25769,25769,Elijah Bates,M,10th,Wright High School,97,68
25770,25770,Mr. Jacob Frost,M,9th,Wright High School,69,80
25771,25771,Eric Park,M,12th,Wright High School,79,94
25772,25772,Angela Archer,F,9th,Wright High School,93,96
25773,25773,Jon Hays,M,9th,Wright High School,76,71
25774,25774,Nicole Hayes,F,12th,Wright High School,87,76
25775,25775,Jerry Schneider,M,9th,Wright High School,98,79
25776,25776,Aaron Kidd,M,9th,Wright High School,85,88
25777,25777,Julie Norton,F,11th,Wright High School,92,77
25778,25778,Nancy Lester,F,10th,Wright High School,88,74
25779,25779,Mrs. Melissa Ingram DDS,F,10th,Wright High School,80,95
25780,25780,Kathryn Carr,F,11th,Wright High School,91,89
25781,25781,Robert Chase,M,12th,Wright High School,79,96
25782,25782,Jeffrey Morgan,M,12th,Wright High School,76,79
25783,25783,Molly Hill,F,9th,Wright High School,84,70
25784,25784,Holly Johnson,F,10th,Wright High School,84,79
25785,25785,Amanda Anderson,F,9th,Wright High School,89,84
25786,25786,Emily Ramirez,F,9th,Wright High School,81,82
25787,25787,Cynthia Good,F,10th,Wright High School,94,77
25788,25788,Brian Phillips,M,11th,Wright High School,69,80
25789,25789,Ryan Hill,M,11th,Wright High School,80,89
25790,25790,Kelsey Griffith,F,11th,Wright High School,88,81
25791,25791,Jasmine Potts,F,9th,Wright High School,78,81
25792,25792,Allison Baker,F,9th,Wright High School,88,91
25793,25793,Jeremy Booker,M,11th,Wright High School,85,77
25794,25794,Jordan Williams,M,10th,Wright High School,84,89
25795,25795,Valerie Ford,F,9th,Wright High School,81,97
25796,25796,Edwin Calderon,M,9th,Wright High School,86,97
25797,25797,Taylor Rogers,M,11th,Wright High School,85,72
25798,25798,James Cross,M,11th,Wright High School,73,78
25799,25799,Lynn Johnson,F,11th,Wright High School,90,82
25800,25800,Russell May,M,9th,Wright High School,79,78
25801,25801,Daniel Hale,M,9th,Wright High School,77,84
25802,25802,Mark Olson,M,10th,Wright High School,70,81
25803,25803,Jamie Stevens,F,12th,Wright High School,76,87
25804,25804,Sherry Holmes,F,11th,Wright High School,74,98
25805,25805,Robert Smith,M,10th,Wright High School,78,87
25806,25806,Natasha White,F,12th,Wright High School,69,95
25807,25807,Alison Eaton,F,11th,Wright High School,86,91
25808,25808,Patrick Russell,M,12th,Wright High School,76,73
25809,25809,Emma Gilbert,F,10th,Wright High School,88,70
25810,25810,James Herman,M,10th,Wright High School,77,84
25811,25811,Kenneth Harmon,M,9th,Wright High School,98,69
25812,25812,Tonya Ward,F,11th,Wright High School,99,80
25813,25813,Brandy Grant,F,12th,Wright High School,73,90
25814,25814,Tammy Cooper,F,11th,Wright High School,76,98
25815,25815,Michael Aguilar,M,11th,Wright High School,76,76
25816,25816,Cindy Wheeler,F,12th,Wright High School,90,83
25817,25817,Colleen Thomas,F,11th,Wright High School,77,78
25818,25818,Andrew Snyder,M,10th,Wright High School,76,99
25819,25819,Angelica Hendricks,F,9th,Wright High School,71,88
25820,25820,Robert Bennett,M,10th,Wright High School,82,92
25821,25821,Sandra Boyd,F,11th,Wright High School,73,76
25822,25822,Paul Franco,M,9th,Wright High School,75,80
25823,25823,Alex Stewart,M,12th,Wright High School,85,93
25824,25824,Susan Johnson,F,12th,Wright High School,69,80
25825,25825,James Stephens,M,11th,Wright High School,87,84
25826,25826,Bianca Miller,F,10th,Wright High School,85,83
25827,25827,Sabrina Osborne,F,9th,Wright High School,74,90
25828,25828,Stephanie Myers,F,11th,Wright High School,94,90
25829,25829,Mary Brady,F,10th,Wright High School,87,98
25830,25830,Anthony Jones,M,10th,Wright High School,75,72
25831,25831,Samantha Brown,F,9th,Wright High School,76,90
25832,25832,Colleen Weiss,F,9th,Wright High School,82,81
25833,25833,Marcus Butler,M,10th,Wright High School,79,87
25834,25834,Nathan Galloway,M,9th,Wright High School,85,85
25835,25835,Alexandra Hopkins,F,9th,Wright High School,83,87
25836,25836,Jennifer Clark,F,11th,Wright High School,84,95
25837,25837,Jose Hill,M,9th,Wright High School,87,99
25838,25838,Nicholas Jackson,M,9th,Wright High School,69,68
25839,25839,Thomas Floyd,M,12th,Wright High School,80,76
25840,25840,Nathan Hines,M,12th,Wright High School,77,88
25841,25841,Tristan Wilson,M,11th,Wright High School,95,91
25842,25842,Eric Bryant,M,10th,Wright High School,78,92
25843,25843,Michael Rodriguez,M,11th,Wright High School,85,84
25844,25844,Franklin Mitchell,M,12th,Wright High School,81,70
25845,25845,Marie Ryan,F,9th,Wright High School,97,82
25846,25846,Angela Hart,F,11th,Wright High School,99,94
25847,25847,Michael James,M,10th,Wright High School,87,94
25848,25848,Jill Osborne,F,10th,Wright High School,98,68
25849,25849,Daniel Holmes,M,10th,Wright High School,72,77
25850,25850,Jose Burke,M,11th,Wright High School,96,87
25851,25851,Karen Garcia,F,12th,Wright High School,89,70
25852,25852,James Dennis,M,10th,Wright High School,71,75
25853,25853,Kimberly Frazier,F,11th,Wright High School,86,93
25854,25854,Austin Hutchinson,M,11th,Wright High School,79,92
25855,25855,Carol Patton,F,10th,Wright High School,84,86
25856,25856,Alexis Ford,F,12th,Wright High School,94,68
25857,25857,Brianna Jackson,F,9th,Wright High School,92,96
25858,25858,Randall Ray,M,10th,Wright High School,82,99
25859,25859,Annette Day,F,11th,Wright High School,89,85
25860,25860,Heather Smith,F,11th,Wright High School,87,76
25861,25861,Steven Stevenson,M,9th,Wright High School,77,81
25862,25862,Craig Perry,M,9th,Wright High School,85,87
25863,25863,Nathaniel Green,M,9th,Wright High School,75,75
25864,25864,Adrian Francis,M,11th,Wright High School,85,94
25865,25865,Steven Wagner,M,12th,Wright High School,82,85
25866,25866,Jordan Schmidt,M,12th,Wright High School,88,76
25867,25867,Kelly Lopez,F,11th,Wright High School,90,78
25868,25868,Heidi Hoffman,F,9th,Wright High School,91,77
25869,25869,Caroline Nichols,F,10th,Wright High School,80,82
25870,25870,Whitney Mccormick,F,9th,Wright High School,69,89
25871,25871,Angela Williams,F,10th,Wright High School,98,98
25872,25872,Jamie Bailey,F,9th,Wright High School,76,75
25873,25873,Taylor Grant,F,10th,Wright High School,75,83
25874,25874,Deborah Austin,F,9th,Wright High School,99,95
25875,25875,Lawrence Stone,M,9th,Wright High School,91,75
25876,25876,Katherine Baker,F,12th,Wright High School,86,97
25877,25877,Gregory Bailey,M,9th,Wright High School,84,99
25878,25878,Danielle Santiago,F,10th,Wright High School,87,69
25879,25879,Olivia Mays,F,9th,Wright High School,83,76
25880,25880,Victor Peterson,M,9th,Wright High School,83,97
25881,25881,Natasha Taylor,F,12th,Wright High School,76,86
25882,25882,Stuart Mayer,M,10th,Wright High School,71,71
25883,25883,Angela Williams,F,9th,Wright High School,74,84
25884,25884,David Gardner,M,11th,Wright High School,72,89
25885,25885,Christina Thompson,F,11th,Wright High School,89,69
25886,25886,Jeanette Perkins,F,10th,Wright High School,93,84
25887,25887,David Nguyen,M,10th,Wright High School,97,84
25888,25888,Karen Barton,F,10th,Wright High School,75,98
25889,25889,Nathan Martinez,M,11th,Wright High School,72,84
25890,25890,Kimberly Griffith,F,10th,Wright High School,82,69
25891,25891,Jennifer Stevens,F,10th,Wright High School,99,70
25892,25892,Karen Pearson,F,9th,Wright High School,75,79
25893,25893,Ashley Dougherty,F,12th,Wright High School,96,76
25894,25894,Robert Clark,M,11th,Wright High School,79,98
25895,25895,Jessica Williams,F,10th,Wright High School,76,77
25896,25896,Ruth Walton,F,9th,Wright High School,95,89
25897,25897,Alyssa Daniel,F,12th,Wright High School,81,83
25898,25898,Jamie Ali,F,10th,Wright High School,90,83
25899,25899,Lisa Bailey,F,10th,Wright High School,99,91
25900,25900,Alexis Jones,F,12th,Wright High School,91,75
25901,25901,Jennifer Tucker,F,10th,Wright High School,96,78
25902,25902,Robert Vasquez,M,11th,Wright High School,92,85
25903,25903,Allison Barber,F,9th,Wright High School,90,73
25904,25904,Geoffrey Smith,M,9th,Wright High School,79,96
25905,25905,Benjamin Walker,M,12th,Wright High School,70,86
25906,25906,Alexander Adams,M,10th,Wright High School,88,75
25907,25907,Jesse Oneill,M,12th,Wright High School,89,89
25908,25908,Lisa Lopez,F,10th,Wright High School,89,83
25909,25909,James Anderson,M,11th,Wright High School,83,77
25910,25910,William Richardson,M,10th,Wright High School,70,97
25911,25911,Jerry Leblanc,M,12th,Wright High School,91,72
25912,25912,William Smith,M,9th,Wright High School,97,97
25913,25913,Dr. Robert Murphy,M,10th,Wright High School,73,89
25914,25914,Sheryl Garrison,F,12th,Wright High School,94,68
25915,25915,Eugene Chapman,M,10th,Wright High School,74,85
25916,25916,Madison Parker,F,12th,Wright High School,73,81
25917,25917,Carla Norman,F,11th,Wright High School,92,89
25918,25918,Seth Hicks,M,11th,Wright High School,94,96
25919,25919,Brandon Chambers,M,9th,Wright High School,69,84
25920,25920,Zachary Smith,M,10th,Wright High School,87,86
25921,25921,Matthew Gonzalez,M,10th,Wright High School,87,97
25922,25922,Amanda Harrell,F,9th,Wright High School,86,77
25923,25923,Brandon Faulkner,M,12th,Wright High School,90,86
25924,25924,Kyle Lee,M,9th,Wright High School,97,93
25925,25925,Nicole Cruz,F,10th,Wright High School,84,96
25926,25926,Destiny Moran,F,9th,Wright High School,85,78
25927,25927,Erin Mckenzie,F,11th,Wright High School,95,92
25928,25928,Alexandria Chavez,F,9th,Wright High School,72,74
25929,25929,Jonathan Alvarado,M,9th,Wright High School,87,88
25930,25930,Jennifer Riddle,F,10th,Wright High School,93,88
25931,25931,John West,M,12th,Wright High School,71,88
25932,25932,Alex Carpenter,M,11th,Wright High School,74,77
25933,25933,Wayne Ayers,M,12th,Wright High School,76,72
25934,25934,Tiffany Parker,F,11th,Wright High School,95,71
25935,25935,Craig Austin,M,10th,Wright High School,69,90
25936,25936,Anthony Merritt,M,12th,Wright High School,99,70
25937,25937,Joseph Johnson,M,9th,Wright High School,96,76
25938,25938,Lisa Rodriguez,F,9th,Wright High School,69,84
25939,25939,Mrs. Melanie Martinez PhD,F,12th,Wright High School,78,85
25940,25940,Daniel Lloyd,M,11th,Wright High School,99,68
25941,25941,Jonathan Welch,M,9th,Wright High School,71,92
25942,25942,Blake Jefferson,M,9th,Wright High School,88,75
25943,25943,Tiffany Williams,F,10th,Wright High School,82,89
25944,25944,Patrick Rowland,M,11th,Wright High School,82,87
25945,25945,Christopher Brown,M,12th,Wright High School,86,98
25946,25946,Jessica Martin,F,11th,Wright High School,69,75
25947,25947,Christine Arellano,F,10th,Wright High School,76,69
25948,25948,Daniel Hayden,M,9th,Wright High School,92,80
25949,25949,Edward Berry,M,10th,Wright High School,83,88
25950,25950,Shawna Lawrence,F,12th,Wright High School,77,99
25951,25951,John Barton,M,9th,Wright High School,70,70
25952,25952,Erin Reid,F,9th,Wright High School,95,82
25953,25953,Carlos Pierce,M,12th,Wright High School,81,90
25954,25954,Miguel Stanton,M,10th,Wright High School,88,99
25955,25955,Sharon Barnes,F,12th,Wright High School,73,74
25956,25956,Antonio Parrish,M,11th,Wright High School,84,75
25957,25957,Oscar Holland,M,12th,Wright High School,93,76
25958,25958,Claire Holmes,F,9th,Wright High School,77,90
25959,25959,Jill Garcia,F,12th,Wright High School,76,97
25960,25960,Mark Taylor,M,9th,Wright High School,95,68
25961,25961,Ricardo Boone,M,10th,Wright High School,94,94
25962,25962,Ebony Peters,F,11th,Wright High School,96,79
25963,25963,Heather Acosta,F,9th,Wright High School,69,73
25964,25964,Ashley Alvarado,F,9th,Wright High School,85,78
25965,25965,Joshua Stevens,M,9th,Wright High School,96,90
25966,25966,Lisa Long,F,10th,Wright High School,87,93
25967,25967,Jill Wells,F,11th,Wright High School,79,92
25968,25968,Ashley Bradford,F,9th,Wright High School,97,75
25969,25969,Ariana Powell,F,9th,Wright High School,95,69
25970,25970,Howard Maxwell,M,10th,Wright High School,70,83
25971,25971,Rachel Jacobson,F,12th,Wright High School,95,95
25972,25972,Meghan Lee,F,10th,Wright High School,84,84
25973,25973,Darren Moss,M,12th,Wright High School,86,82
25974,25974,Donald Porter,M,12th,Wright High School,85,79
25975,25975,Kendra Miller,F,10th,Wright High School,87,89
25976,25976,Nathan Lewis,M,10th,Wright High School,86,89
25977,25977,Kayla Mercado,F,11th,Wright High School,77,98
25978,25978,Lauren Kelly,F,10th,Wright High School,71,82
25979,25979,Jesse Morris,M,11th,Wright High School,80,70
