,Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget
1936,1936,Erin Harvey,F,9th,Huang High School,73,55,0,District,2917,1910635
1937,1937,Wendy Baker,F,11th,Huang High School,90,80,0,District,2917,1910635
1938,1938,Gary Duncan,M,11th,Huang High School,89,72,0,District,2917,1910635
1939,1939,Mark White,M,9th,Huang High School,69,71,0,District,2917,1910635
1940,1940,Joshua Wilson,M,9th,Huang High School,86,62,0,District,2917,1910635
1941,1941,Tyler Griffin,M,9th,Huang High School,80,69,0,District,2917,1910635
1942,1942,Kevin Harris,M,12th,Huang High School,71,64,0,District,2917,1910635
1943,1943,Michael Kim,M,11th,Huang High School,89,77,0,District,2917,1910635
1944,1944,Veronica Booth,F,10th,Huang High School,91,86,0,District,2917,1910635
1945,1945,Kimberly Smith,F,9th,Huang High School,94,99,0,District,2917,1910635
1946,1946,Patricia Santana,F,11th,Huang High School,67,98,0,District,2917,1910635
1947,1947,Dawn Mcgee,F,11th,Huang High School,91,99,0,District,2917,1910635
1948,1948,Dylan Villegas,M,9th,Huang High School,99,80,0,District,2917,1910635
1949,1949,William Evans,M,12th,Huang High School,97,65,0,District,2917,1910635
1950,1950,Gregory Griffin,M,10th,Huang High School,98,67,0,District,2917,1910635
1951,1951,Matthew Keller,M,12th,Huang High School,76,98,0,District,2917,1910635
1952,1952,Larry Hernandez,M,11th,Huang High School,71,93,0,District,2917,1910635
1953,1953,Bryan Grimes,M,10th,Huang High School,99,57,0,District,2917,1910635
1954,1954,Daniel Alvarez,M,10th,Huang High School,71,55,0,District,2917,1910635
1955,1955,Eric Wright,M,11th,Huang High School,91,72,0,District,2917,1910635
1956,1956,Justin Smith,M,11th,Huang High School,86,88,0,District,2917,1910635
1957,1957,Derek Long,M,12th,Huang High School,84,69,0,District,2917,1910635
1958,1958,Leslie Green,F,11th,Huang High School,82,89,0,District,2917,1910635
1959,1959,Brooke Mcdonald,F,9th,Huang High School,75,75,0,District,2917,1910635
1960,1960,Fernando Brown,M,10th,Huang High School,73,93,0,District,2917,1910635
1961,1961,Brian Russell,M,12th,Huang High School,78,78,0,District,2917,1910635
1962,1962,Jason Decker,M,10th,Huang High School,78,58,0,District,2917,1910635
1963,1963,Jennifer Cruz,F,9th,Huang High School,63,71,0,District,2917,1910635
1964,1964,Eric Moore,M,12th,Huang High School,77,68,0,District,2917,1910635
1965,1965,Gina Edwards,F,12th,Huang High School,63,82,0,District,2917,1910635
1966,1966,Crystal Wright,F,12th,Huang High School,82,96,0,District,2917,1910635
1967,1967,Austin Evans,M,10th,Huang High School,70,93,0,District,2917,1910635
1968,1968,Kenneth Graham,M,11th,Huang High School,87,67,0,District,2917,1910635
1969,1969,James Watkins,M,12th,Huang High School,90,65,0,District,2917,1910635
1970,1970,Christopher Stevens,M,11th,Huang High School,66,55,0,District,2917,1910635
1971,1971,Jason Lopez,M,11th,Huang High School,73,59,0,District,2917,1910635
1972,1972,Nancy Harrison,F,12th,Huang High School,83,59,0,District,2917,1910635
1973,1973,Maria Massey,F,9th,Huang High School,79,83,0,District,2917,1910635
1974,1974,Beverly Burns,F,11th,Huang High School,69,71,0,District,2917,1910635
1975,1975,Jennifer Buckley,F,9th,Huang High School,80,84,0,District,2917,1910635
1976,1976,Christopher Vaughn,M,10th,Huang High School,86,86,0,District,2917,1910635
1977,1977,Richard Baker,M,9th,Huang High School,68,91,0,District,2917,1910635
1978,1978,Eric Johnson,M,11th,Huang High School,77,78,0,District,2917,1910635
1979,1979,Jennifer Anderson,F,10th,Huang High School,82,96,0,District,2917,1910635
1980,1980,Valerie Turner,F,9th,Huang High School,95,57,0,District,2917,1910635
1981,1981,Paul Randolph,M,10th,Huang High School,73,79,0,District,2917,1910635
1982,1982,Brian Taylor,M,9th,Huang High School,63,63,0,District,2917,1910635
1983,1983,Katherine Neal,F,12th,Huang High School,79,92,0,District,2917,1910635
1984,1984,Albert Reid,M,9th,Huang High School,86,86,0,District,2917,1910635
1985,1985,Charles Newman,M,11th,Huang High School,80,58,0,District,2917,1910635
1986,1986,Laura Reynolds,F,9th,Huang High School,81,96,0,District,2917,1910635
1987,1987,Jesus Howell,M,12th,Huang High School,67,96,0,District,2917,1910635
1988,1988,Wendy Gonzales,F,12th,Huang High School,80,86,0,District,2917,1910635
1989,1989,Katie Soto,F,12th,Huang High School,63,60,0,District,2917,1910635
1990,1990,Daniel Chase,M,12th,Huang High School,86,76,0,District,2917,1910635
1991,1991,Sharon Vega,F,12th,Huang High School,73,81,0,District,2917,1910635
1992,1992,Jennifer Medina,F,9th,Huang High School,95,65,0,District,2917,1910635
1993,1993,Carol Romero,F,10th,Huang High School,98,83,0,District,2917,1910635
1994,1994,Peter Green,M,9th,Huang High School,84,78,0,District,2917,1910635
1995,1995,Shane Swanson,M,11th,Huang High School,77,97,0,District,2917,1910635
1996,1996,Kristin Howe,F,9th,Huang High School,86,91,0,District,2917,1910635
1997,1997,Cameron Ramos,M,11th,Huang High School,76,67,0,District,2917,1910635
1998,1998,Jennifer Walker,F,12th,Huang High School,85,98,0,District,2917,1910635
1999,1999,Joseph Williams,M,9th,Huang High School,90,61,0,District,2917,1910635
2000,2000,David Sanchez,M,11th,Huang High School,87,71,0,District,2917,1910635
2001,2001,Donna Lang,F,10th,Huang High School,84,63,0,District,2917,1910635
2002,2002,James Gordon,M,9th,Huang High School,78,78,0,District,2917,1910635
2003,2003,Nancy Smith,F,11th,Huang High School,88,68,0,District,2917,1910635
2004,2004,Matthew Solis,M,9th,Huang High School,95,93,0,District,2917,1910635
2005,2005,Jeffery Yang,M,11th,Huang High School,92,84,0,District,2917,1910635
2006,2006,Justin Chen,M,12th,Huang High School,82,72,0,District,2917,1910635
2007,2007,Michael Clay,M,11th,Huang High School,74,61,0,District,2917,1910635
2008,2008,Jeffery Hill,M,11th,Huang High School,95,76,0,District,2917,1910635
2009,2009,Kara Flores,F,9th,Huang High School,93,62,0,District,2917,1910635
2010,2010,Sean Rhodes,M,12th,Huang High School,91,77,0,District,2917,1910635
2011,2011,Henry Smith,M,12th,Huang High School,82,90,0,District,2917,1910635
2012,2012,Darius Harris,M,9th,Huang High School,67,96,0,District,2917,1910635
2013,2013,Amanda Wheeler,F,12th,Huang High School,84,57,0,District,2917,1910635
2014,2014,Alison Robinson,F,11th,Huang High School,67,61,0,District,2917,1910635
2015,2015,Tammie Rose,F,10th,Huang High School,76,72,0,District,2917,1910635
2016,2016,Donald Williams,M,9th,Huang High School,94,83,0,District,2917,1910635
2017,2017,Jacqueline Hammond,F,11th,Huang High School,96,70,0,District,2917,1910635
2018,2018,Cheryl Brown,F,9th,Huang High School,77,64,0,District,2917,1910635
2019,2019,Crystal Bright,F,10th,Huang High School,88,70,0,District,2917,1910635
2020,2020,Tiffany Peterson,F,9th,Huang High School,76,57,0,District,2917,1910635
2021,2021,Natalie Lee,F,9th,Huang High School,99,80,0,District,2917,1910635
2022,2022,Bianca Holland,F,10th,Huang High School,96,57,0,District,2917,1910635
2023,2023,Amanda Snow,F,11th,Huang High School,88,59,0,District,2917,1910635
2024,2024,Hannah Lynch,F,9th,Huang High School,74,70,0,District,2917,1910635
2025,2025,Leslie Guzman,F,11th,Huang High School,95,56,0,District,2917,1910635
2026,2026,Cody Mcdonald,M,11th,Huang High School,88,85,0,District,2917,1910635
2027,2027,Mitchell Holmes,M,11th,Huang High School,78,60,0,District,2917,1910635
2028,2028,Donna Robinson MD,F,11th,Huang High School,88,58,0,District,2917,1910635
2029,2029,Deanna Garcia,F,9th,Huang High School,99,61,0,District,2917,1910635
2030,2030,Evelyn Boyd,F,9th,Huang High School,82,58,0,District,2917,1910635
2031,2031,Joyce Henderson,F,10th,Huang High School,73,87,0,District,2917,1910635
2032,2032,Cameron Mcintosh,M,11th,Huang High School,87,57,0,District,2917,1910635
2033,2033,Stephanie Lang,F,11th,Huang High School,97,75,0,District,2917,1910635
2034,2034,Gary Harper,M,9th,Huang High School,95,61,0,District,2917,1910635
2035,2035,Mrs. Dawn Olson DDS,F,11th,Huang High School,73,76,0,District,2917,1910635
2036,2036,Mr. Dustin Glover,M,11th,Huang High School,90,57,0,District,2917,1910635
2037,2037,Jennifer Hogan,F,9th,Huang High School,64,62,0,District,2917,1910635
2038,2038,Kevin Miller,M,9th,Huang High School,77,73,0,District,2917,1910635
2039,2039,Nathan Ayers,M,9th,Huang High School,91,88,0,District,2917,1910635
2040,2040,Amanda Oneill,F,11th,Huang High School,88,75,0,District,2917,1910635
2041,2041,Amanda Davis,F,12th,Huang High School,97,97,0,District,2917,1910635
2042,2042,Patricia Calderon,F,10th,Huang High School,95,97,0,District,2917,1910635
2043,2043,Jill Wilson,F,10th,Huang High School,73,91,0,District,2917,1910635
2044,2044,Richard Swanson,M,9th,Huang High School,86,91,0,District,2917,1910635
2045,2045,Traci Holt,F,10th,Huang High School,69,76,0,District,2917,1910635
2046,2046,Kelly Smith,F,9th,Huang High School,99,61,0,District,2917,1910635
2047,2047,Judith Nelson,F,10th,Huang High School,77,89,0,District,2917,1910635
2048,2048,Robert Smith,M,11th,Huang High School,83,62,0,District,2917,1910635
2049,2049,Alexis French MD,F,10th,Huang High School,90,67,0,District,2917,1910635
2050,2050,Samantha Parker,F,12th,Huang High School,90,93,0,District,2917,1910635
2051,2051,Danny Davis,M,10th,Huang High School,64,73,0,District,2917,1910635
2052,2052,Zachary Brady,M,9th,Huang High School,89,68,0,District,2917,1910635
2053,2053,Amy Higgins,F,9th,Huang High School,71,89,0,District,2917,1910635
2054,2054,Thomas Rosario,M,11th,Huang High School,96,96,0,District,2917,1910635
2055,2055,Lisa Guerrero MD,F,10th,Huang High School,95,63,0,District,2917,1910635
2056,2056,Jason Simmons,M,9th,Huang High School,89,72,0,District,2917,1910635
2057,2057,William Graves,M,9th,Huang High School,87,56,0,District,2917,1910635
2058,2058,Alicia Gallagher,F,10th,Huang High School,82,75,0,District,2917,1910635
2059,2059,Kathryn Vance,F,10th,Huang High School,98,89,0,District,2917,1910635
2060,2060,Christina Carrillo,F,12th,Huang High School,68,91,0,District,2917,1910635
2061,2061,Sierra Adams,F,12th,Huang High School,78,94,0,District,2917,1910635
2062,2062,Michelle Palmer,F,9th,Huang High School,86,64,0,District,2917,1910635
2063,2063,Danielle Flores,F,9th,Huang High School,89,93,0,District,2917,1910635
2064,2064,Kristin Davila,F,9th,Huang High School,92,61,0,District,2917,1910635
2065,2065,Sharon Sherman,F,11th,Huang High School,83,77,0,District,2917,1910635
2066,2066,Joshua Lam,M,9th,Huang High School,72,84,0,District,2917,1910635
2067,2067,Jeffrey Martin,M,9th,Huang High School,77,90,0,District,2917,1910635
2068,2068,Sheila Green,F,10th,Huang High School,68,71,0,District,2917,1910635
2069,2069,Elizabeth Whitaker,F,9th,Huang High School,92,78,0,District,2917,1910635
2070,2070,Juan Costa,M,9th,Huang High School,89,67,0,District,2917,1910635
2071,2071,Diana Davis,F,12th,Huang High School,83,97,0,District,2917,1910635
2072,2072,Pamela Rowland,F,11th,Huang High School,87,64,0,District,2917,1910635
2073,2073,Jessica Jenkins,F,12th,Huang High School,85,71,0,District,2917,1910635
2074,2074,Traci Chavez,F,9th,Huang High School,97,66,0,District,2917,1910635
2075,2075,Kurt Parker,M,12th,Huang High School,86,82,0,District,2917,1910635
2076,2076,Brian Lyons,M,12th,Huang High School,73,92,0,District,2917,1910635
2077,2077,David Nguyen DVM,M,9th,Huang High School,82,63,0,District,2917,1910635
2078,2078,Kevin Perry,M,9th,Huang High School,72,79,0,District,2917,1910635
2079,2079,Rachel English,F,11th,Huang High School,95,63,0,District,2917,1910635
2080,2080,Carlos Torres,M,11th,Huang High School,71,84,0,District,2917,1910635
2081,2081,Michael Bailey,M,11th,Huang High School,66,80,0,District,2917,1910635
2082,2082,Patricia Hunter,F,9th,Huang High School,79,66,0,District,2917,1910635
2083,2083,Caitlin Lee,F,11th,Huang High School,78,61,0,District,2917,1910635
2084,2084,Courtney Hicks,F,9th,Huang High School,89,72,0,District,2917,1910635
2085,2085,Charles Lane,M,10th,Huang High School,64,75,0,District,2917,1910635
2086,2086,Anthony Wright,M,11th,Huang High School,92,95,0,District,2917,1910635
2087,2087,James Bruce,M,12th,Huang High School,91,86,0,District,2917,1910635
2088,2088,William Washington Jr.,M,11th,Huang High School,64,59,0,District,2917,1910635
2089,2089,Kelsey Lin,F,12th,Huang High School,80,76,0,District,2917,1910635
2090,2090,Kelsey Cruz,F,10th,Huang High School,93,83,0,District,2917,1910635
2091,2091,Joshua Campbell,M,9th,Huang High School,86,76,0,District,2917,1910635
2092,2092,Michael Smith,M,11th,Huang High School,99,71,0,District,2917,1910635
2093,2093,Jeremy Bird,M,12th,Huang High School,97,83,0,District,2917,1910635
2094,2094,Candace Buchanan,F,11th,Huang High School,80,59,0,District,2917,1910635
2095,2095,Joy Gutierrez,F,10th,Huang High School,89,58,0,District,2917,1910635
2096,2096,Michael Hunter,M,10th,Huang High School,80,60,0,District,2917,1910635
2097,2097,Tammy Thomas,F,12th,Huang High School,71,60,0,District,2917,1910635
2098,2098,Michael Ruiz,M,10th,Huang High School,86,65,0,District,2917,1910635
2099,2099,Alan Mccoy,M,12th,Huang High School,86,65,0,District,2917,1910635
2100,2100,Valerie Ray,F,12th,Huang High School,99,55,0,District,2917,1910635
2101,2101,Patrick Barrett,M,11th,Huang High School,78,75,0,District,2917,1910635
2102,2102,Frederick Wagner,M,9th,Huang High School,91,95,0,District,2917,1910635
2103,2103,Steven Jackson,M,9th,Huang High School,79,79,0,District,2917,1910635
2104,2104,Jeremy Fisher,M,11th,Huang High School,65,87,0,District,2917,1910635
2105,2105,Tasha Garcia,F,11th,Huang High School,87,98,0,District,2917,1910635
2106,2106,Eric Kaufman,M,11th,Huang High School,91,61,0,District,2917,1910635
2107,2107,David Smith,M,10th,Huang High School,88,65,0,District,2917,1910635
2108,2108,Gregory Patterson,M,11th,Huang High School,92,85,0,District,2917,1910635
2109,2109,Peter Richards,M,11th,Huang High School,95,94,0,District,2917,1910635
2110,2110,Thomas Smith,M,11th,Huang High School,82,76,0,District,2917,1910635
2111,2111,Ryan Barnes,M,12th,Huang High School,74,68,0,District,2917,1910635
2112,2112,Kyle Cannon,M,11th,Huang High School,81,79,0,District,2917,1910635
2113,2113,Jessica Gomez,F,12th,Huang High School,84,68,0,District,2917,1910635
2114,2114,Eric Nichols,M,9th,Huang High School,94,70,0,District,2917,1910635
2115,2115,Julie Patterson MD,F,9th,Huang High School,94,82,0,District,2917,1910635
2116,2116,Shawn Dougherty,M,10th,Huang High School,76,80,0,District,2917,1910635
2117,2117,Eileen Terry,F,12th,Huang High School,96,89,0,District,2917,1910635
2118,2118,Nicole Barnes,F,12th,Huang High School,75,65,0,District,2917,1910635
2119,2119,Pamela Perry,F,10th,Huang High School,81,59,0,District,2917,1910635
2120,2120,Susan Wright,F,10th,Huang High School,91,98,0,District,2917,1910635
2121,2121,Mr. James Kelly,M,10th,Huang High School,74,92,0,District,2917,1910635
2122,2122,Jason Lopez,M,9th,Huang High School,92,83,0,District,2917,1910635
2123,2123,Nancy Barnes,F,11th,Huang High School,67,80,0,District,2917,1910635
2124,2124,Veronica Carter,F,12th,Huang High School,89,62,0,District,2917,1910635
2125,2125,Jessica Brooks,F,10th,Huang High School,75,88,0,District,2917,1910635
2126,2126,Courtney Ayala,F,9th,Huang High School,77,97,0,District,2917,1910635
2127,2127,Jared Dunn,M,12th,Huang High School,88,74,0,District,2917,1910635
2128,2128,Dylan Allison,M,9th,Huang High School,69,61,0,District,2917,1910635
2129,2129,Dr. Robert Martin,M,10th,Huang High School,73,61,0,District,2917,1910635
2130,2130,Traci Horton,F,12th,Huang High School,80,76,0,District,2917,1910635
2131,2131,John Torres,M,9th,Huang High School,92,71,0,District,2917,1910635
2132,2132,Susan Crawford,F,12th,Huang High School,96,61,0,District,2917,1910635
2133,2133,Amy Kim,F,12th,Huang High School,83,57,0,District,2917,1910635
2134,2134,Mathew Harris,M,11th,Huang High School,96,69,0,District,2917,1910635
2135,2135,Stephen Choi,M,10th,Huang High School,94,82,0,District,2917,1910635
2136,2136,Anthony Williams,M,9th,Huang High School,71,60,0,District,2917,1910635
2137,2137,Joseph Lewis,M,12th,Huang High School,85,87,0,District,2917,1910635
2138,2138,Amanda Valencia,F,9th,Huang High School,82,79,0,District,2917,1910635
2139,2139,Larry Franco,M,9th,Huang High School,73,62,0,District,2917,1910635
2140,2140,Mark Moore,M,10th,Huang High School,84,69,0,District,2917,1910635
2141,2141,Dominique Walker,F,12th,Huang High School,88,98,0,District,2917,1910635
2142,2142,Jose Torres,M,12th,Huang High School,89,88,0,District,2917,1910635
2143,2143,Samantha Frazier,F,11th,Huang High School,99,80,0,District,2917,1910635
2144,2144,Cynthia Cooper,F,9th,Huang High School,78,95,0,District,2917,1910635
2145,2145,William Flowers,M,12th,Huang High School,80,93,0,District,2917,1910635
2146,2146,Kathleen Foster,F,11th,Huang High School,99,64,0,District,2917,1910635
2147,2147,Jessica Green,F,12th,Huang High School,66,92,0,District,2917,1910635
2148,2148,Sarah Cummings,F,12th,Huang High School,74,87,0,District,2917,1910635
2149,2149,Sarah Evans,F,12th,Huang High School,77,80,0,District,2917,1910635
2150,2150,Andrea Gibson,F,10th,Huang High School,87,67,0,District,2917,1910635
2151,2151,Samuel Freeman,M,11th,Huang High School,73,79,0,District,2917,1910635
2152,2152,Ruben Bennett,M,10th,Huang High School,84,55,0,District,2917,1910635
2153,2153,James Webster,M,10th,Huang High School,72,91,0,District,2917,1910635
2154,2154,Tamara Carey,F,10th,Huang High School,79,93,0,District,2917,1910635
2155,2155,Jesse Jimenez,M,9th,Huang High School,86,97,0,District,2917,1910635
2156,2156,Jane Phillips,F,12th,Huang High School,70,86,0,District,2917,1910635
2157,2157,John Haynes,M,12th,Huang High School,95,76,0,District,2917,1910635
2158,2158,Denise Vazquez,F,10th,Huang High School,79,67,0,District,2917,1910635
2159,2159,Darlene Thomas PhD,F,10th,Huang High School,90,74,0,District,2917,1910635
2160,2160,Mr. Juan Jenkins,M,9th,Huang High School,83,68,0,District,2917,1910635
2161,2161,Dennis Wheeler,M,12th,Huang High School,63,78,0,District,2917,1910635
2162,2162,Ronald Sanchez,M,9th,Huang High School,76,56,0,District,2917,1910635
2163,2163,Teresa Mason,F,11th,Huang High School,96,78,0,District,2917,1910635
2164,2164,Jeffrey Ruiz,M,12th,Huang High School,72,58,0,District,2917,1910635
2165,2165,Daniel Anderson,M,12th,Huang High School,80,83,0,District,2917,1910635
2166,2166,Jesse Reed,M,12th,Huang High School,75,79,0,District,2917,1910635
2167,2167,Sandra Duncan,F,12th,Huang High School,89,87,0,District,2917,1910635
2168,2168,Zachary Thompson,M,12th,Huang High School,82,96,0,District,2917,1910635
2169,2169,Tiffany Campos,F,9th,Huang High School,90,63,0,District,2917,1910635
2170,2170,Tara Castaneda,F,11th,Huang High School,70,96,0,District,2917,1910635
2171,2171,Crystal Cole,F,12th,Huang High School,90,81,0,District,2917,1910635
2172,2172,Stacey Boyer,F,11th,Huang High School,84,87,0,District,2917,1910635
2173,2173,Joel Franco,M,9th,Huang High School,74,96,0,District,2917,1910635
2174,2174,Austin Smith,M,10th,Huang High School,71,81,0,District,2917,1910635
2175,2175,Mary Harrington,F,9th,Huang High School,86,61,0,District,2917,1910635
2176,2176,Wesley Adkins,M,11th,Huang High School,87,82,0,District,2917,1910635
2177,2177,Harold Walker,M,10th,Huang High School,82,63,0,District,2917,1910635
2178,2178,Melanie Crosby,F,12th,Huang High School,86,55,0,District,2917,1910635
2179,2179,Bryan Thompson,M,10th,Huang High School,67,95,0,District,2917,1910635
2180,2180,Nicholas Lopez,M,11th,Huang High School,89,81,0,District,2917,1910635
2181,2181,Stephanie Wells,F,10th,Huang High School,93,79,0,District,2917,1910635
2182,2182,Amy Robbins,F,11th,Huang High School,81,61,0,District,2917,1910635
2183,2183,Robert Williams,M,11th,Huang High School,90,71,0,District,2917,1910635
2184,2184,Michele Bowman,F,10th,Huang High School,66,65,0,District,2917,1910635
2185,2185,Sheila Sharp,F,12th,Huang High School,90,91,0,District,2917,1910635
2186,2186,Kyle Harding,M,9th,Huang High School,76,95,0,District,2917,1910635
2187,2187,Jordan Jones,M,9th,Huang High School,75,90,0,District,2917,1910635
2188,2188,Tiffany Williams,F,12th,Huang High School,89,57,0,District,2917,1910635
2189,2189,Mariah Kelly,F,10th,Huang High School,67,57,0,District,2917,1910635
2190,2190,John Watson,M,10th,Huang High School,81,80,0,District,2917,1910635
2191,2191,Judith Gomez,F,12th,Huang High School,82,84,0,District,2917,1910635
2192,2192,Kyle Spencer,M,11th,Huang High School,81,90,0,District,2917,1910635
2193,2193,Jonathan Owens,M,11th,Huang High School,66,89,0,District,2917,1910635
2194,2194,Amanda Flores,F,11th,Huang High School,88,86,0,District,2917,1910635
2195,2195,Darrell Lozano,M,12th,Huang High School,72,96,0,District,2917,1910635
2196,2196,Madison Shaffer,F,10th,Huang High School,90,61,0,District,2917,1910635
2197,2197,Tristan King,M,9th,Huang High School,71,57,0,District,2917,1910635
2198,2198,Taylor Mendez,M,12th,Huang High School,70,60,0,District,2917,1910635
2199,2199,Mr. Juan Bryant II,M,10th,Huang High School,98,84,0,District,2917,1910635
2200,2200,Jared Long,M,11th,Huang High School,97,74,0,District,2917,1910635
2201,2201,Shannon Martinez,F,9th,Huang High School,98,85,0,District,2917,1910635
2202,2202,Alex Huynh,M,11th,Huang High School,80,69,0,District,2917,1910635
2203,2203,Melissa Jones,F,11th,Huang High School,93,91,0,District,2917,1910635
2204,2204,Jeremy Murray,M,9th,Huang High School,63,58,0,District,2917,1910635
2205,2205,Mr. Matthew Coleman,M,9th,Huang High School,77,91,0,District,2917,1910635
2206,2206,Aaron Foster,M,12th,Huang High School,82,89,0,District,2917,1910635
2207,2207,Lauren Taylor,F,11th,Huang High School,93,94,0,District,2917,1910635
2208,2208,Charles Williams,M,11th,Huang High School,82,63,0,District,2917,1910635
2209,2209,Jessica Gibson,F,12th,Huang High School,64,61,0,District,2917,1910635
2210,2210,Robert Franklin,M,12th,Huang High School,75,98,0,District,2917,1910635
2211,2211,Samuel Jones,M,9th,Huang High School,76,96,0,District,2917,1910635
2212,2212,Jason Anderson,M,9th,Huang High School,99,56,0,District,2917,1910635
2213,2213,Amanda Freeman,F,9th,Huang High School,68,72,0,District,2917,1910635
2214,2214,Kyle Howard,M,11th,Huang High School,77,56,0,District,2917,1910635
2215,2215,Lisa Johnson,F,11th,Huang High School,89,78,0,District,2917,1910635
2216,2216,Bonnie Hammond MD,F,10th,Huang High School,95,75,0,District,2917,1910635
2217,2217,Corey Thompson,M,9th,Huang High School,71,57,0,District,2917,1910635
2218,2218,James Castaneda,M,11th,Huang High School,86,99,0,District,2917,1910635
2219,2219,Christopher Brown,M,10th,Huang High School,71,96,0,District,2917,1910635
2220,2220,Kelsey Shelton,F,10th,Huang High School,96,76,0,District,2917,1910635
2221,2221,Shannon Harris,F,11th,Huang High School,64,98,0,District,2917,1910635
2222,2222,Laura Bryant,F,10th,Huang High School,70,78,0,District,2917,1910635
2223,2223,Mindy Foley,F,9th,Huang High School,71,55,0,District,2917,1910635
2224,2224,David Burns,M,12th,Huang High School,78,89,0,District,2917,1910635
2225,2225,Marie Smith,F,11th,Huang High School,72,86,0,District,2917,1910635
2226,2226,Melissa Wilson,F,11th,Huang High School,79,61,0,District,2917,1910635
2227,2227,Kristina Reid,F,11th,Huang High School,98,63,0,District,2917,1910635
2228,2228,Daniel Perez,M,9th,Huang High School,63,92,0,District,2917,1910635
2229,2229,Lawrence Horn,M,12th,Huang High School,85,70,0,District,2917,1910635
2230,2230,Michael Garcia,M,11th,Huang High School,67,55,0,District,2917,1910635
2231,2231,Eric West,M,10th,Huang High School,84,62,0,District,2917,1910635
2232,2232,Joshua Shepard,M,9th,Huang High School,67,56,0,District,2917,1910635
2233,2233,Mary Duran,F,11th,Huang High School,95,84,0,District,2917,1910635
2234,2234,Michael Mack,M,9th,Huang High School,74,95,0,District,2917,1910635
2235,2235,Jordan Duncan,M,9th,Huang High School,71,96,0,District,2917,1910635
2236,2236,Mary Cook,F,10th,Huang High School,83,67,0,District,2917,1910635
2237,2237,Kathleen Harris DDS,F,11th,Huang High School,71,56,0,District,2917,1910635
2238,2238,John Young,M,10th,Huang High School,83,57,0,District,2917,1910635
2239,2239,Charles Howard,M,11th,Huang High School,87,99,0,District,2917,1910635
2240,2240,Tanya Donaldson,F,9th,Huang High School,96,75,0,District,2917,1910635
2241,2241,Nathan Ball,M,11th,Huang High School,68,70,0,District,2917,1910635
2242,2242,John Clark,M,11th,Huang High School,68,93,0,District,2917,1910635
2243,2243,Melissa Wilson,F,9th,Huang High School,65,60,0,District,2917,1910635
2244,2244,Larry Hernandez,M,9th,Huang High School,92,60,0,District,2917,1910635
2245,2245,Matthew Jordan,M,11th,Huang High School,97,57,0,District,2917,1910635
2246,2246,Melissa Whitney,F,11th,Huang High School,92,60,0,District,2917,1910635
2247,2247,Keith Griffin,M,9th,Huang High School,91,70,0,District,2917,1910635
2248,2248,Benjamin Rivera,M,10th,Huang High School,75,94,0,District,2917,1910635
2249,2249,Travis Sutton,M,10th,Huang High School,86,79,0,District,2917,1910635
2250,2250,Ashlee Keller,F,9th,Huang High School,99,69,0,District,2917,1910635
2251,2251,Shari Marshall,F,12th,Huang High School,74,88,0,District,2917,1910635
2252,2252,Dillon Le,M,10th,Huang High School,69,95,0,District,2917,1910635
2253,2253,Patricia Sanders,F,10th,Huang High School,84,94,0,District,2917,1910635
2254,2254,Cynthia Ferguson,F,11th,Huang High School,68,63,0,District,2917,1910635
2255,2255,Matthew Reynolds,M,10th,Huang High School,89,76,0,District,2917,1910635
2256,2256,Jennifer Lowe,F,10th,Huang High School,66,75,0,District,2917,1910635
2257,2257,Joseph Wilson,M,9th,Huang High School,87,87,0,District,2917,1910635
2258,2258,Jared Hart,M,9th,Huang High School,93,98,0,District,2917,1910635
2259,2259,Kenneth Marshall,M,10th,Huang High School,81,91,0,District,2917,1910635
2260,2260,Harold Conrad,M,10th,Huang High School,91,64,0,District,2917,1910635
2261,2261,Amanda Nelson,F,11th,Huang High School,67,75,0,District,2917,1910635
2262,2262,Kimberly Underwood,F,9th,Huang High School,85,78,0,District,2917,1910635
2263,2263,Julie Tucker,F,11th,Huang High School,79,63,0,District,2917,1910635
2264,2264,Dana Cook,F,11th,Huang High School,63,99,0,District,2917,1910635
2265,2265,Robin Ellis,F,10th,Huang High School,65,93,0,District,2917,1910635
2266,2266,Steven Velez DDS,M,12th,Huang High School,70,62,0,District,2917,1910635
2267,2267,Christine Haynes,F,12th,Huang High School,70,63,0,District,2917,1910635
2268,2268,Matthew Ryan,M,9th,Huang High School,64,80,0,District,2917,1910635
2269,2269,Beth Hendricks,F,10th,Huang High School,66,99,0,District,2917,1910635
2270,2270,Teresa Holmes,F,12th,Huang High School,87,98,0,District,2917,1910635
2271,2271,Brian Richardson,M,11th,Huang High School,71,96,0,District,2917,1910635
2272,2272,Kevin Fuller,M,12th,Huang High School,69,81,0,District,2917,1910635
2273,2273,Tiffany Guzman,F,9th,Huang High School,84,91,0,District,2917,1910635
2274,2274,Roberto Cox,M,10th,Huang High School,72,89,0,District,2917,1910635
2275,2275,Alexander Delgado,M,10th,Huang High School,75,66,0,District,2917,1910635
2276,2276,Caitlyn Smith,F,9th,Huang High School,82,56,0,District,2917,1910635
2277,2277,Michael Pittman,M,11th,Huang High School,99,80,0,District,2917,1910635
2278,2278,Alexander Gonzalez,M,9th,Huang High School,91,94,0,District,2917,1910635
2279,2279,Lisa Foster,F,12th,Huang High School,73,87,0,District,2917,1910635
2280,2280,Gerald Shaw,M,11th,Huang High School,64,62,0,District,2917,1910635
